,S1_molecule,S2_molecule,T0_mod_protein_molecule,T0_plasmid_molecule,T0_protein_molecule,T1_mod_protein_molecule,T1_plasmid_molecule,T1_protein_molecule,T2_mod_protein_molecule,T2_plasmid_molecule,T2_protein_molecule,T3_mod_protein_molecule,T3_plasmid_molecule,T3_protein_molecule,T4_mod_protein_molecule,T4_plasmid_molecule,T4_plasmid_strand_molecule,T4_protein_molecule,T5_mod_protein_molecule,T5_plasmid_molecule,T5_plasmid_strand_molecule,T5_protein_molecule,T6_mod_protein_molecule,T6_plasmid_molecule,T6_plasmid_strand_molecule,T6_protein_molecule
152,{},{},{dot: 1},{dot: 1},{dot: 2},{},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
153,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
154,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
155,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
156,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
157,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
158,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
159,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
160,{},{},{},{dot: 1},{dot: 3},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
161,{},{},{dot: 1},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
162,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
163,{},{},{dot: 2},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
164,{},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
165,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
166,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
167,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
168,{},{},{dot: 2},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
169,{},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
170,{},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
171,{},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
172,{},{},{dot: 2},{dot: 1},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
173,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 2},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
174,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
175,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
176,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
177,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
178,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
179,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
180,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 2},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
181,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
182,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
183,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
184,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
185,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
186,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
187,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
188,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
189,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
190,{},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
191,{},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
192,{},{},{},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
193,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
194,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
195,{},{},{dot: 1},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
196,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
197,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
198,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
199,{},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
200,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
201,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
202,{},{},{},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
203,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
204,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
205,{},{},{dot: 1},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
206,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
207,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
208,{},{},{},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
209,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
210,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
211,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
212,{},{},{dot: 2},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
213,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
214,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
215,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
216,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
217,{},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
218,{},{},{dot: 2},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
219,{},{},{dot: 2},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
220,{},{},{dot: 2},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
221,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
222,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
223,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
224,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
225,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
226,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
227,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
228,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
229,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
230,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
231,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
232,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
233,{},{},{dot: 1},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
234,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
235,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
236,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
237,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
238,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
239,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
240,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
241,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
242,{},{},{dot: 1},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
243,{},{},{dot: 1},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
244,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
245,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
246,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
247,{},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
248,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
249,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
250,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
251,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
252,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
253,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
254,{},{},{},{dot: 1},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
255,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
256,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
257,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
258,{},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
259,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
260,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
261,{},{},{},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
262,{},{},{dot: 1},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
263,{},{},{dot: 1},{dot: 1},{dot: 2},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
264,{},{},{},{dot: 1},{dot: 2},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
265,{},{},{},{dot: 1},{dot: 3},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
266,{},{},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
267,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
268,{},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
269,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
270,{},{},{},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
271,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
272,{},{},{dot: 1},{dot: 1},{dot: 2},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
273,{},{},{dot: 2},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
274,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
275,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
276,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
277,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
278,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
279,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
280,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
281,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
282,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
283,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
284,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
285,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
286,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
287,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
288,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
289,{},{},{},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
290,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
291,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
292,{},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
293,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
294,{},{},{dot: 1},{dot: 1},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
295,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
296,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
297,{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
298,{},{},{dot: 1},{dot: 1},{},{},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
299,{},{},{},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{dot: 1},{},{dot: 1},{},{},{dot: 1},{},{},{dot: 1},{},{},{},{},{},{},{},{},{},{}
